"Subject" "Activity" "CalcType" "Domain" "AccelType" "Device" "Magnitude" "Jerk" "Axis" "Value"
1 "WALKING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "X" 0.945798792391931
1 "WALKING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "Y" -0.217435492181556
1 "WALKING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "Z" -0.0637141784494986
1 "WALKING" "Mean" "Time" "Gravity" "Accelerometer" TRUE FALSE NA -0.15307230912853
1 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "X" -0.0261753871594524
1 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "Y" -0.076205788947781
1 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "Z" 0.0790901824432277
1 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "X" -0.0998153261188069
1 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "Y" -0.0396929635407781
1 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "Z" -0.0500742043429683
1 "WALKING" "Mean" "Time" NA "Gyroscope" TRUE FALSE NA -0.276741527457349
1 "WALKING" "Mean" "Time" NA "Gyroscope" TRUE TRUE NA -0.373553169279539
1 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "X" -0.324637423691643
1 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "Y" 0.0120547560074928
1 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "Z" -0.321684502743256
1 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "X" -0.251973373669164
1 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "Y" 0.0375878320386455
1 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "Z" -0.512714754163689
1 "WALKING" "STD" "Freq" "Body" "Accelerometer" TRUE FALSE NA -0.423702158097983
1 "WALKING" "STD" "Freq" "Body" "Accelerometer" TRUE TRUE NA -0.132398593751182
1 "WALKING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "X" -0.516234581680115
1 "WALKING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "Y" -0.300431515048703
1 "WALKING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "Z" -0.464243426916427
1 "WALKING" "STD" "Freq" NA "Gyroscope" TRUE FALSE NA -0.449023915247839
1 "WALKING" "STD" "Freq" NA "Gyroscope" TRUE TRUE NA -0.390035733175216
1 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "X" -0.304190061230548
1 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "Y" 0.0682049156273775
1 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "Z" -0.292314700778386
1 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "X" -0.223507157120461
1 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "Y" 0.00325945049596542
1 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "Z" -0.483934122509164
1 "WALKING" "STD" "Time" "Body" "Accelerometer" TRUE FALSE NA -0.267518175282421
1 "WALKING" "STD" "Time" "Body" "Accelerometer" TRUE TRUE NA -0.119994647462939
1 "WALKING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "X" -0.978027125331412
1 "WALKING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "Y" -0.965418603948127
1 "WALKING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "Z" -0.953592843717579
1 "WALKING" "STD" "Time" "Gravity" "Accelerometer" TRUE FALSE NA -0.267518175282421
1 "WALKING" "STD" "Time" NA "Gyroscope" FALSE FALSE "X" -0.466735313472622
1 "WALKING" "STD" "Time" NA "Gyroscope" FALSE FALSE "Y" -0.298585817445677
1 "WALKING" "STD" "Time" NA "Gyroscope" FALSE FALSE "Z" -0.374948487550432
1 "WALKING" "STD" "Time" NA "Gyroscope" FALSE TRUE "X" -0.252135123453026
1 "WALKING" "STD" "Time" NA "Gyroscope" FALSE TRUE "Y" -0.410701095568012
1 "WALKING" "STD" "Time" NA "Gyroscope" FALSE TRUE "Z" -0.360902235649568
1 "WALKING" "STD" "Time" NA "Gyroscope" TRUE FALSE NA -0.329712331736311
1 "WALKING" "STD" "Time" NA "Gyroscope" TRUE TRUE NA -0.371976050072334
2 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "X" -0.462866222135927
2 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "Y" -0.478303206153808
2 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "Z" -0.437895191645679
2 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "X" -0.376054820659603
2 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "Y" -0.542635857766838
2 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "Z" -0.481551047898709
2 "STANDING" "Mean" "Freq" "Body" "Accelerometer" TRUE FALSE NA -0.438972227035381
2 "STANDING" "Mean" "Freq" "Body" "Accelerometer" TRUE TRUE NA -0.355637356921689
2 "STANDING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "X" -0.596688459910646
2 "STANDING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "Y" -0.585352161164023
2 "STANDING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "Z" -0.514739398051325
2 "STANDING" "Mean" "Freq" NA "Gyroscope" TRUE FALSE NA -0.572478641093079
2 "STANDING" "Mean" "Freq" NA "Gyroscope" TRUE TRUE NA -0.438661224115397
2 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "X" 0.278862480298013
2 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "Y" -0.0167032282945695
2 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "Z" -0.109492104850331
2 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "X" 0.0751742230562914
2 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "Y" 0.00888983781797682
2 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "Z" -0.00331094799732119
2 "STANDING" "Mean" "Time" "Body" "Accelerometer" TRUE FALSE NA -0.965204564900662
2 "STANDING" "Mean" "Time" "Body" "Accelerometer" TRUE TRUE NA -0.982405850496689
2 "STANDING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "X" 0.946168775264901
2 "STANDING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "Y" -0.170152338311258
2 "STANDING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "Z" 0.0290399183845493
2 "STANDING" "Mean" "Time" "Gravity" "Accelerometer" TRUE FALSE NA -0.965204564900662
2 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "X" -0.026250965036755
2 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "Y" -0.0695328550905629
2 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "Z" 0.0794090553043046
2 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "X" -0.100137288172185
2 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "Y" -0.0416428984334437
2 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "Z" -0.0534508383340066
2 "STANDING" "Mean" "Time" NA "Gyroscope" TRUE FALSE NA -0.957115206059603
2 "STANDING" "Mean" "Time" NA "Gyroscope" TRUE TRUE NA -0.983373003642384
2 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "X" -0.990587577880795
2 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "Y" -0.945832736423841
2 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "Z" -0.95026944013245
2 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "X" -0.987305714403974
2 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "Y" -0.972863615794702
2 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "Z" -0.985146839536424
2 "STANDING" "STD" "Freq" "Body" "Accelerometer" TRUE FALSE NA -0.961333521754967
2 "STANDING" "STD" "Freq" "Body" "Accelerometer" TRUE TRUE NA -0.978706925728477
2 "STANDING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "X" -0.960537546655629
2 "STANDING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "Y" -0.970551848344371
2 "STANDING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "Z" -0.97107081218543
2 "STANDING" "STD" "Freq" NA "Gyroscope" TRUE FALSE NA -0.948913574437086
2 "STANDING" "STD" "Freq" NA "Gyroscope" TRUE TRUE NA -0.980369093609271
2 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "X" -0.989645370430464
2 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "Y" -0.946760790397351
2 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "Z" -0.953716775562914
2 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "X" -0.986080908576159
2 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "Y" -0.971136995662252
2 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "Z" -0.983844209172185
2 "STANDING" "STD" "Time" "Body" "Accelerometer" TRUE FALSE NA -0.959133502019868
2 "STANDING" "STD" "Time" "Body" "Accelerometer" TRUE TRUE NA -0.979469074006623
2 "STANDING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "X" -0.991225858609271
2 "STANDING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "Y" -0.975697027516556
2 "STANDING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "Z" -0.962371556456954
2 "STANDING" "STD" "Time" "Gravity" "Accelerometer" TRUE FALSE NA -0.959133502019868
2 "STANDING" "STD" "Time" NA "Gyroscope" FALSE FALSE "X" -0.959597301357616
2 "STANDING" "STD" "Time" NA "Gyroscope" FALSE FALSE "Y" -0.971784549072848
2 "STANDING" "STD" "Time" NA "Gyroscope" FALSE FALSE "Z" -0.968296963774834
2 "STANDING" "STD" "Time" NA "Gyroscope" FALSE TRUE "X" -0.97410719781457
2 "STANDING" "STD" "Time" NA "Gyroscope" FALSE TRUE "Y" -0.985109778576159
2 "STANDING" "STD" "Time" NA "Gyroscope" FALSE TRUE "Z" -0.98191418
2 "STANDING" "STD" "Time" NA "Gyroscope" TRUE FALSE NA -0.948411696721854
2 "STANDING" "STD" "Time" NA "Gyroscope" TRUE TRUE NA -0.980582216622517
3 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "X" -0.34854026033607
3 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "Y" -0.0310563805648592
3 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "Z" -0.173393586144545
3 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "X" -0.354058797599795
3 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "Y" -0.301552316495308
3 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "Z" -0.378703374375073
3 "WALKING" "Mean" "Freq" "Body" "Accelerometer" TRUE FALSE NA -0.103496023471594
3 "WALKING" "Mean" "Freq" "Body" "Accelerometer" TRUE TRUE NA -0.106629493982581
3 "WALKING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "X" -0.266484741042962
3 "WALKING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "Y" -0.334713450993402
3 "WALKING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "Z" -0.259271451587067
3 "WALKING" "Mean" "Freq" NA "Gyroscope" TRUE FALSE NA -0.19367775546459
3 "WALKING" "Mean" "Freq" NA "Gyroscope" TRUE TRUE NA -0.240984014900587
3 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "X" 0.27301175627566
3 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "Y" -0.018802888781085
3 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "Z" -0.109854204753666
3 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "X" 0.0792400975767449
3 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "Y" 0.0105771330539634
3 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "Z" 0.00497382973251906
3 "WALKING" "Mean" "Time" "Body" "Accelerometer" TRUE FALSE NA -0.157542121789736
3 "WALKING" "Mean" "Time" "Body" "Accelerometer" TRUE TRUE NA -0.286839090488504
3 "WALKING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "X" 0.910145628387097
3 "WALKING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "Y" -0.197635783947214
3 "WALKING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "Z" -0.133656609953079
3 "WALKING" "Mean" "Time" "Gravity" "Accelerometer" TRUE FALSE NA -0.157542121789736
3 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "X" -0.0214305349214369
3 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "Y" -0.0754215857692669
3 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "Z" 0.072533896228195
3 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "X" -0.101806614009757
3 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "Y" -0.0454088257808798
3 "WALKING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "Z" -0.0470303265395894
3 "WALKING" "Mean" "Time" NA "Gyroscope" TRUE FALSE NA -0.263981763855015
3 "WALKING" "Mean" "Time" NA "Gyroscope" TRUE TRUE NA -0.527678532683284
3 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "X" -0.326755564675953
3 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "Y" -0.039437773822434
3 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "Z" -0.258482916451877
3 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "X" -0.358258762139883
3 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "Y" -0.143955313182581
3 "WALKING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "Z" -0.546019943002933
3 "WALKING" "STD" "Freq" "Body" "Accelerometer" TRUE FALSE NA -0.499008511612903
3 "WALKING" "STD" "Freq" "Body" "Accelerometer" TRUE TRUE NA -0.330897350397067
3 "WALKING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "X" -0.500988674433138
3 "WALKING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "Y" -0.328115942110821
3 "WALKING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "Z" -0.35797889670088
3 "WALKING" "STD" "Freq" NA "Gyroscope" TRUE FALSE NA -0.486875716483871
3 "WALKING" "STD" "Freq" NA "Gyroscope" TRUE TRUE NA -0.638490783211144
3 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "X" -0.329097361246041
3 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "Y" -2.57841427272726e-05
3 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "Z" -0.252217458049472
3 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "X" -0.342280489307302
3 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "Y" -0.153979216560674
3 "WALKING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "Z" -0.516834346219062
3 "WALKING" "STD" "Time" "Body" "Accelerometer" TRUE FALSE NA -0.375313323621114
3 "WALKING" "STD" "Time" "Body" "Accelerometer" TRUE TRUE NA -0.316021650630499
3 "WALKING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "X" -0.978009219765396
3 "WALKING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "Y" -0.964912801583578
3 "WALKING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "Z" -0.955128196686217
3 "WALKING" "STD" "Time" "Gravity" "Accelerometer" TRUE FALSE NA -0.375313323621114
3 "WALKING" "STD" "Time" NA "Gyroscope" FALSE FALSE "X" -0.470254931129032
3 "WALKING" "STD" "Time" NA "Gyroscope" FALSE FALSE "Y" -0.364767106630381
3 "WALKING" "STD" "Time" NA "Gyroscope" FALSE FALSE "Z" -0.297326142693842
3 "WALKING" "STD" "Time" NA "Gyroscope" FALSE TRUE "X" -0.438086556656892
3 "WALKING" "STD" "Time" NA "Gyroscope" FALSE TRUE "Y" -0.608885379228739
3 "WALKING" "STD" "Time" NA "Gyroscope" FALSE TRUE "Z" -0.50108800688563
3 "WALKING" "STD" "Time" NA "Gyroscope" TRUE FALSE NA -0.420051324923754
3 "WALKING" "STD" "Time" NA "Gyroscope" TRUE TRUE NA -0.612952161707918
4 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "X" -0.470929128209748
4 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "Y" -0.49726901449336
4 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "Z" -0.46334939815847
4 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "X" -0.391786018066719
4 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "Y" -0.556689819754259
4 "STANDING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "Z" -0.483894176191798
4 "STANDING" "Mean" "Freq" "Body" "Accelerometer" TRUE FALSE NA -0.467377209773801
4 "STANDING" "Mean" "Freq" "Body" "Accelerometer" TRUE TRUE NA -0.375508119446845
4 "STANDING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "X" -0.577880721053943
4 "STANDING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "Y" -0.616473968191167
4 "STANDING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "Z" -0.541682194126372
4 "STANDING" "Mean" "Freq" NA "Gyroscope" TRUE FALSE NA -0.568686728094164
4 "STANDING" "Mean" "Freq" NA "Gyroscope" TRUE TRUE NA -0.463175483100142
4 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "X" 0.278804418264984
4 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "Y" -0.0165873135977918
4 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "Z" -0.103463915215457
4 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "X" 0.0747959881268139
4 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "Y" 0.00851083979929653
4 "STANDING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "Z" -0.00598959722483281
4 "STANDING" "Mean" "Time" "Body" "Accelerometer" TRUE FALSE NA -0.942798453059937
4 "STANDING" "Mean" "Time" "Body" "Accelerometer" TRUE TRUE NA -0.972754732555205
4 "STANDING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "X" 0.951236140094637
4 "STANDING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "Y" -0.14504349009694
4 "STANDING" "Mean" "Time" "Gravity" "Accelerometer" FALSE FALSE "Z" 0.0566513235661199
4 "STANDING" "Mean" "Time" "Gravity" "Accelerometer" TRUE FALSE NA -0.942798453059937
4 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "X" -0.0276432368819874
4 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "Y" -0.0696155590713565
4 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE FALSE "Z" 0.0851065982637224
4 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "X" -0.100897326987697
4 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "Y" -0.0428428054495268
4 "STANDING" "Mean" "Time" NA "Gyroscope" FALSE TRUE "Z" -0.0535401740784227
4 "STANDING" "Mean" "Time" NA "Gyroscope" TRUE FALSE NA -0.928936447823344
4 "STANDING" "Mean" "Time" NA "Gyroscope" TRUE TRUE NA -0.974876390788644
4 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "X" -0.984500013753943
4 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "Y" -0.911682489466877
4 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE FALSE "Z" -0.92240539955836
4 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "X" -0.97856795318612
4 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "Y" -0.961085967697161
4 "STANDING" "STD" "Freq" "Body" "Accelerometer" FALSE TRUE "Z" -0.979102622397476
4 "STANDING" "STD" "Freq" "Body" "Accelerometer" TRUE FALSE NA -0.937196491861199
4 "STANDING" "STD" "Freq" "Body" "Accelerometer" TRUE TRUE NA -0.965440514195584
4 "STANDING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "X" -0.930662297570978
4 "STANDING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "Y" -0.955299441892745
4 "STANDING" "STD" "Freq" NA "Gyroscope" FALSE FALSE "Z" -0.947696042334385
4 "STANDING" "STD" "Freq" NA "Gyroscope" TRUE FALSE NA -0.915840919747634
4 "STANDING" "STD" "Freq" NA "Gyroscope" TRUE TRUE NA -0.969081441735016
4 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "X" -0.982578503470032
4 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "Y" -0.9138584370347
4 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE FALSE "Z" -0.927844490157729
4 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "X" -0.976294805930599
4 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "Y" -0.957623654479495
4 "STANDING" "STD" "Time" "Body" "Accelerometer" FALSE TRUE "Z" -0.976308419211356
4 "STANDING" "STD" "Time" "Body" "Accelerometer" TRUE FALSE NA -0.933475981861199
4 "STANDING" "STD" "Time" "Body" "Accelerometer" TRUE TRUE NA -0.96597191895899
4 "STANDING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "X" -0.988803135425868
4 "STANDING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "Y" -0.961036778328076
4 "STANDING" "STD" "Time" "Gravity" "Accelerometer" FALSE FALSE "Z" -0.944176363769716
4 "STANDING" "STD" "Time" "Gravity" "Accelerometer" TRUE FALSE NA -0.933475981861199
4 "STANDING" "STD" "Time" NA "Gyroscope" FALSE FALSE "X" -0.92882859362776
4 "STANDING" "STD" "Time" NA "Gyroscope" FALSE FALSE "Y" -0.957430522902208
4 "STANDING" "STD" "Time" NA "Gyroscope" FALSE FALSE "Z" -0.942977351451104
4 "STANDING" "STD" "Time" NA "Gyroscope" FALSE TRUE "X" -0.959018554195584
4 "STANDING" "STD" "Time" NA "Gyroscope" FALSE TRUE "Y" -0.978899681451104
4 "STANDING" "STD" "Time" NA "Gyroscope" FALSE TRUE "Z" -0.970606561892745
4 "STANDING" "STD" "Time" NA "Gyroscope" TRUE FALSE NA -0.914061186246057
4 "STANDING" "STD" "Time" NA "Gyroscope" TRUE TRUE NA -0.968790111608833
5 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "X" -0.292536258471358
5 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "Y" -0.0161502026278974
5 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE FALSE "Z" -0.0706471293802864
5 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "X" -0.26186213195298
5 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "Y" -0.268242737526656
5 "WALKING" "Mean" "Freq" "Body" "Accelerometer" FALSE TRUE "Z" -0.314078867573013
5 "WALKING" "Mean" "Freq" "Body" "Accelerometer" TRUE FALSE NA -0.0224368098811755
5 "WALKING" "Mean" "Freq" "Body" "Accelerometer" TRUE TRUE NA -0.0336067995803311
5 "WALKING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "X" -0.192772213613742
5 "WALKING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "Y" -0.200372826725977
5 "WALKING" "Mean" "Freq" NA "Gyroscope" FALSE FALSE "Z" -0.183951624648245
5 "WALKING" "Mean" "Freq" NA "Gyroscope" TRUE FALSE NA -0.070422839297351
5 "WALKING" "Mean" "Freq" NA "Gyroscope" TRUE TRUE NA -0.143388320509073
5 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "X" 0.277792059337748
5 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "Y" -0.0176042237180232
5 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE FALSE "Z" -0.109231566519868
5 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "X" 0.078411258979404
5 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "Y" 0.0150713876137417
5 "WALKING" "Mean" "Time" "Body" "Accelerometer" FALSE TRUE "Z" -0.00583433827814569
5 "WALKING" "Mean" "Time" "Body" "Accelerometer" TRUE FALSE NA -0.15740823341
